-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
-11.125621 , -12.947578
